"ID_ITEM","PRODUCT","CATEGORY"
"17470","ITEM 17470","OTHERS"
"17471","ITEM 17471","OTHERS"
"17472","ITEM 17472","OTHERS"
"17733","ITEM 17733","ELECTRONICS"
"17735","ITEM 17735","ELECTRONICS"
"122530","ITEM 122530","HEALTH"
"122531","ITEM 122531","KITCHEN"
"17736","ITEM 17736","ELECTRONICS"
"18221","ITEM 18221","ELECTRONICS"
"18222","ITEM 18222","HOME"
"18223","ITEM 18223","HOME"
"18224","ITEM 18224","HOME"
"18465","ITEM 18465","ELECTRONICS"
"18466","ITEM 18466","HOME"
"18467","ITEM 18467","KITCHEN"
"18468","ITEM 18468","KITCHEN"
"122403","ITEM 122403","KITCHEN"
"19139","ITEM 19139","ELECTRONICS"
"15626","ITEM 15626","SPORTS"
"15627","ITEM 15627","HOME"
"17915","ITEM 17915","HOME"
"18386","ITEM 18386","KITCHEN"
"18387","ITEM 18387","BEAUTY"
"18455","ITEM 18455","ELECTRONICS"
"18456","ITEM 18456","HOME"
"18457","ITEM 18457","HEALTH"
"18459","ITEM 18459","OTHERS"
"18460","ITEM 18460","OTHERS"
"18461","ITEM 18461","ELECTRONICS"
"18919","ITEM 18919","HOME"
"18920","ITEM 18920","HOME"
"18921","ITEM 18921","HEALTH"
"18922","ITEM 18922","HOME"
"19094","ITEM 19094","KITCHEN"
"16861","ITEM 16861","OTHERS"
"16862","ITEM 16862","OTHERS"
"17537","ITEM 17537","OTHERS"
"17538","ITEM 17538","OTHERS"
"17807","ITEM 17807","OTHERS"
"17808","ITEM 17808","OTHERS"
"17805","ITEM 17805","ELECTRONICS"
"17806","ITEM 17806","OTHERS"
"18197","ITEM 18197","OTHERS"
"18198","ITEM 18198","OTHERS"
"18199","ITEM 18199","OTHERS"
"18200","ITEM 18200","ELECTRONICS"
"18201","ITEM 18201","OTHERS"
"18202","ITEM 18202","OTHERS"
"19078","ITEM 19078","OTHERS"
"19079","ITEM 19079","OTHERS"
"19080","ITEM 19080","OTHERS"
"19081","ITEM 19081","OTHERS"
"19146","ITEM 19146","ELECTRONICS"
"19147","ITEM 19147","HOME"
"19148","ITEM 19148","BEAUTY"
"19149","ITEM 19149","BEAUTY"
"19150","ITEM 19150","HOME"
"19152","ITEM 19152","ELECTRONICS"
"19153","ITEM 19153","OTHERS"
"19154","ITEM 19154","BEAUTY"
"16088","ITEM 16088","OTHERS"
"16713","ITEM 16713","OTHERS"
"16757","ITEM 16757","OTHERS"
"16791","ITEM 16791","HOME"
"16792","ITEM 16792","OTHERS"
"16949","ITEM 16949","OTHERS"
"17505","ITEM 17505","OTHERS"
"17506","ITEM 17506","OTHERS"
"17507","ITEM 17507","OTHERS"
"17508","ITEM 17508","HOME"
"17509","ITEM 17509","HOME"
"17510","ITEM 17510","HOME"
"18109","ITEM 18109","HOME"
"18110","ITEM 18110","OTHERS"
"18111","ITEM 18111","OTHERS"
"18112","ITEM 18112","OTHERS"
"18113","ITEM 18113","OTHERS"
"18114","ITEM 18114","OTHERS"
"18115","ITEM 18115","OTHERS"
"18116","ITEM 18116","OTHERS"
"18117","ITEM 18117","OTHERS"
"18913","ITEM 18913","HOME"
"18914","ITEM 18914","ELECTRONICS"
"18915","ITEM 18915","HEALTH"
"19177","ITEM 19177","KITCHEN"
"17454","ITEM 17454","OTHERS"
"17455","ITEM 17455","ELECTRONICS"
"17457","ITEM 17457","OTHERS"
"17458","ITEM 17458","HOME"
"17671","ITEM 17671","OTHERS"
"17672","ITEM 17672","OTHERS"
"16740","ITEM 16740","HOME"
"16742","ITEM 16742","ELECTRONICS"
"16811","ITEM 16811","OTHERS"
"17479","ITEM 17479","OTHERS"
"17480","ITEM 17480","HOME"
"17482","ITEM 17482","HOME"
"17764","ITEM 17764","TOYS"
"18095","ITEM 18095","OTHERS"
"16977","ITEM 16977","BEAUTY"
"17202","ITEM 17202","OTHERS"
"17301","ITEM 17301","KITCHEN"
"17302","ITEM 17302","HOME"
"17396","ITEM 17396","KITCHEN"
"17405","ITEM 17405","OTHERS"
"17719","ITEM 17719","KITCHEN"
"17889","ITEM 17889","OTHERS"
"17890","ITEM 17890","OTHERS"
"17891","ITEM 17891","OTHERS"
"17892","ITEM 17892","OTHERS"
"17893","ITEM 17893","OTHERS"
"18385","ITEM 18385","ELECTRONICS"
"18824","ITEM 18824","OTHERS"
"15515","ITEM 15515","OTHERS"
"16171","ITEM 16171","OTHERS"
"17534","ITEM 17534","HOME"
"17904","ITEM 17904","BEAUTY"
"17905","ITEM 17905","SPORTS"
"16578","ITEM 16578","ELECTRONICS"
"16743","ITEM 16743","ELECTRONICS"
"16755","ITEM 16755","OTHERS"
"18827","ITEM 18827","HEALTH"
"15451","ITEM 15451","KITCHEN"
"15452","ITEM 15452","KITCHEN"
"15453","ITEM 15453","KITCHEN"
"15454","ITEM 15454","ELECTRONICS"
"15457","ITEM 15457","OTHERS"
"15458","ITEM 15458","OTHERS"
"17944","ITEM 17944","ELECTRONICS"
"18624","ITEM 18624","OTHERS"
"18625","ITEM 18625","OTHERS"
"18626","ITEM 18626","OTHERS"
"18627","ITEM 18627","OTHERS"
"18628","ITEM 18628","KITCHEN"
"18925","ITEM 18925","KITCHEN"
"18926","ITEM 18926","KITCHEN"
"18927","ITEM 18927","KITCHEN"
"19057","ITEM 19057","OTHERS"
"19058","ITEM 19058","OTHERS"
"19059","ITEM 19059","OTHERS"
"18058","ITEM 18058","ELECTRONICS"
"18059","ITEM 18059","ELECTRONICS"
"18060","ITEM 18060","ELECTRONICS"
"18252","ITEM 18252","HOME"
"18253","ITEM 18253","OTHERS"
"14918","ITEM 14918","SPORTS"
"14919","ITEM 14919","KITCHEN"
"14920","ITEM 14920","HOME"
"14921","ITEM 14921","HOME"
"14922","ITEM 14922","KITCHEN"
"14923","ITEM 14923","KITCHEN"
"14924","ITEM 14924","HOME"
"14926","ITEM 14926","OTHERS"
"14927","ITEM 14927","ELECTRONICS"
"14928","ITEM 14928","SERVICES"
"14929","ITEM 14929","KITCHEN"
"14930","ITEM 14930","SERVICES"
"14931","ITEM 14931","SERVICES"
"14932","ITEM 14932","SERVICES"
"14933","ITEM 14933","KITCHEN"
"14934","ITEM 14934","KITCHEN"
"14935","ITEM 14935","KITCHEN"
"14937","ITEM 14937","KITCHEN"
"14938","ITEM 14938","HOME"
"14960","ITEM 14960","OTHERS"
"15439","ITEM 15439","ELECTRONICS"
"15440","ITEM 15440","HOME"
"15570","ITEM 15570","OTHERS"
"16950","ITEM 16950","OTHERS"
"16951","ITEM 16951","OTHERS"
"18291","ITEM 18291","OTHERS"
"17055","ITEM 17055","OTHERS"
"17056","ITEM 17056","OTHERS"
"17057","ITEM 17057","OTHERS"
"17337","ITEM 17337","ELECTRONICS"
"17926","ITEM 17926","OTHERS"
"17927","ITEM 17927","OTHERS"
"17928","ITEM 17928","OTHERS"
"17929","ITEM 17929","OTHERS"
"17930","ITEM 17930","OTHERS"
"18246","ITEM 18246","BEAUTY"
"17398","ITEM 17398","OTHERS"
"17617","ITEM 17617","SPORTS"
"17618","ITEM 17618","ELECTRONICS"
"18021","ITEM 18021","KITCHEN"
"18022","ITEM 18022","ELECTRONICS"
"18023","ITEM 18023","ELECTRONICS"
"18024","ITEM 18024","ELECTRONICS"
"18025","ITEM 18025","HOME"
"18955","ITEM 18955","HOME"
"19223","ITEM 19223","HEALTH"
"19224","ITEM 19224","HOME"
"16677","ITEM 16677","ELECTRONICS"
"17093","ITEM 17093","KITCHEN"
"17094","ITEM 17094","ELECTRONICS"
"17095","ITEM 17095","ELECTRONICS"
"17096","ITEM 17096","OTHERS"
"17097","ITEM 17097","OTHERS"
"17098","ITEM 17098","OTHERS"
"17099","ITEM 17099","KITCHEN"
"17100","ITEM 17100","KITCHEN"
"17171","ITEM 17171","ELECTRONICS"
"17172","ITEM 17172","ELECTRONICS"
"17173","ITEM 17173","ELECTRONICS"
"122532","ITEM 122532","KITCHEN"
"122533","ITEM 122533","ELECTRONICS"
"17174","ITEM 17174","BEAUTY"
"17175","ITEM 17175","BEAUTY"
"17176","ITEM 17176","BEAUTY"
"17177","ITEM 17177","ELECTRONICS"
"17535","ITEM 17535","KITCHEN"
"18263","ITEM 18263","OTHERS"
"18264","ITEM 18264","OTHERS"
"18265","ITEM 18265","OTHERS"
"18266","ITEM 18266","KITCHEN"
"18432","ITEM 18432","ELECTRONICS"
"18434","ITEM 18434","ELECTRONICS"
"18435","ITEM 18435","ELECTRONICS"
"18436","ITEM 18436","HOME"
"15499","ITEM 15499","OTHERS"
"15791","ITEM 15791","BEAUTY"
"15792","ITEM 15792","BEAUTY"
"15793","ITEM 15793","BEAUTY"
"15794","ITEM 15794","BEAUTY"
"15795","ITEM 15795","BEAUTY"
"15796","ITEM 15796","BEAUTY"
"15797","ITEM 15797","BEAUTY"
"16311","ITEM 16311","KITCHEN"
"16312","ITEM 16312","KITCHEN"
"16313","ITEM 16313","HOME"
"16314","ITEM 16314","SPORTS"
"16315","ITEM 16315","HOME"
"16316","ITEM 16316","KITCHEN"
"16317","ITEM 16317","HEALTH"
"16318","ITEM 16318","KITCHEN"
"16319","ITEM 16319","HEALTH"
"16320","ITEM 16320","KITCHEN"
"16321","ITEM 16321","KITCHEN"
"16322","ITEM 16322","HOME"
"16324","ITEM 16324","KITCHEN"
"16325","ITEM 16325","KITCHEN"
"16326","ITEM 16326","HOME"
"16327","ITEM 16327","ELECTRONICS"
"16328","ITEM 16328","SPORTS"
"15260","ITEM 15260","HOME"
"15261","ITEM 15261","HOME"
"15262","ITEM 15262","SPORTS"
"15263","ITEM 15263","SPORTS"
"15264","ITEM 15264","HOME"
"15266","ITEM 15266","HOME"
"15267","ITEM 15267","HEALTH"
"15869","ITEM 15869","TECHNOLOGY"
"18893","ITEM 18893","OTHERS"
"18894","ITEM 18894","OTHERS"
"15046","ITEM 15046","OTHERS"
"16921","ITEM 16921","ELECTRONICS"
"16922","ITEM 16922","HOME"
"16935","ITEM 16935","OTHERS"
"17653","ITEM 17653","HOME"
"19046","ITEM 19046","OTHERS"
"17061","ITEM 17061","HOME"
"17062","ITEM 17062","HOME"
"17063","ITEM 17063","HOME"
"17064","ITEM 17064","OTHERS"
"18175","ITEM 18175","OTHERS"
"18701","ITEM 18701","OTHERS"
"18702","ITEM 18702","OTHERS"
"18703","ITEM 18703","OTHERS"
"18704","ITEM 18704","HOME"
"18883","ITEM 18883","HOME"
"18884","ITEM 18884","BEAUTY"
"18916","ITEM 18916","ELECTRONICS"
"18917","ITEM 18917","ELECTRONICS"
"18918","ITEM 18918","ELECTRONICS"
"19120","ITEM 19120","HOME"
"19121","ITEM 19121","ELECTRONICS"
"19122","ITEM 19122","ELECTRONICS"
"15535","ITEM 15535","KITCHEN"
"16174","ITEM 16174","HOME"
"16787","ITEM 16787","OTHERS"
"17080","ITEM 17080","OTHERS"
"17081","ITEM 17081","OTHERS"
"17165","ITEM 17165","OTHERS"
"17166","ITEM 17166","HOME"
"17167","ITEM 17167","OTHERS"
"17168","ITEM 17168","OTHERS"
"17169","ITEM 17169","OTHERS"
"17357","ITEM 17357","HEALTH"
"17358","ITEM 17358","ELECTRONICS"
"17359","ITEM 17359","ELECTRONICS"
"17658","ITEM 17658","HOME"
"17797","ITEM 17797","OTHERS"
"17798","ITEM 17798","KITCHEN"
"17899","ITEM 17899","HOME"
"17900","ITEM 17900","HOME"
"17901","ITEM 17901","HOME"
"18001","ITEM 18001","HOME"
"18002","ITEM 18002","HOME"
"18003","ITEM 18003","HOME"
"18004","ITEM 18004","HOME"
"18053","ITEM 18053","OTHERS"
"18054","ITEM 18054","ELECTRONICS"
"18055","ITEM 18055","OTHERS"
"18191","ITEM 18191","HOME"
"18192","ITEM 18192","HOME"
"18193","ITEM 18193","HOME"
"18194","ITEM 18194","HOME"
"18195","ITEM 18195","HOME"
"18196","ITEM 18196","BEAUTY"
"15206","ITEM 15206","ELECTRONICS"
"15207","ITEM 15207","ELECTRONICS"
"15213","ITEM 15213","ELECTRONICS"
"15214","ITEM 15214","ELECTRONICS"
"15688","ITEM 15688","HOME"
"15689","ITEM 15689","KITCHEN"
"16082","ITEM 16082","HOME"
"16176","ITEM 16176","OTHERS"
"17943","ITEM 17943","KITCHEN"
"18268","ITEM 18268","SERVICES"
"18269","ITEM 18269","SERVICES"
"18437","ITEM 18437","BEAUTY"
"18438","ITEM 18438","OTHERS"
"19178","ITEM 19178","KITCHEN"
"19179","ITEM 19179","KITCHEN"
"19180","ITEM 19180","KITCHEN"
"19181","ITEM 19181","HOME"
"19182","ITEM 19182","HOME"
"19183","ITEM 19183","HOME"
"19184","ITEM 19184","HOME"
"19185","ITEM 19185","HOME"
"19186","ITEM 19186","ELECTRONICS"
"17384","ITEM 17384","KITCHEN"
"17610","ITEM 17610","HOME"
"17611","ITEM 17611","HOME"
"17612","ITEM 17612","HOME"
"17613","ITEM 17613","HOME"
"17614","ITEM 17614","HOME"
"18239","ITEM 18239","OTHERS"
"18240","ITEM 18240","OTHERS"
"18840","ITEM 18840","ELECTRONICS"
"18923","ITEM 18923","ELECTRONICS"
"18924","ITEM 18924","KITCHEN"
"19066","ITEM 19066","ELECTRONICS"
"111800","ITEM 111800","KITCHEN"
"111801","ITEM 111801","KITCHEN"
"111890","ITEM 111890","ELECTRONICS"
"14884","ITEM 14884","HEALTH"
"14886","ITEM 14886","ELECTRONICS"
"14887","ITEM 14887","ELECTRONICS"
"14888","ITEM 14888","ELECTRONICS"
"14890","ITEM 14890","BEAUTY"
"15692","ITEM 15692","OTHERS"
"15693","ITEM 15693","OTHERS"
"17539","ITEM 17539","OTHERS"
"17540","ITEM 17540","HEALTH"
"17541","ITEM 17541","HOME"
"17542","ITEM 17542","OTHERS"
"17543","ITEM 17543","OTHERS"
"17544","ITEM 17544","OTHERS"
"17545","ITEM 17545","OTHERS"
"17546","ITEM 17546","OTHERS"
"17547","ITEM 17547","OTHERS"
"17548","ITEM 17548","HOME"
"17964","ITEM 17964","ELECTRONICS"
"17965","ITEM 17965","ELECTRONICS"
"17966","ITEM 17966","ELECTRONICS"
"17967","ITEM 17967","ELECTRONICS"
"122529","ITEM 122529","HEALTH"
"17968","ITEM 17968","HEALTH"
"17969","ITEM 17969","HEALTH"
"17970","ITEM 17970","HEALTH"
"17971","ITEM 17971","ELECTRONICS"
"17972","ITEM 17972","ELECTRONICS"
"17283","ITEM 17283","OTHERS"
"17729","ITEM 17729","KITCHEN"
"17916","ITEM 17916","HOME"
"18251","ITEM 18251","OTHERS"
"18415","ITEM 18415","KITCHEN"
"18416","ITEM 18416","ELECTRONICS"
"16624","ITEM 16624","OTHERS"
"122534","ITEM 122534","HOME"
"122535","ITEM 122535","ELECTRONICS"
"16697","ITEM 16697","TOYS"
"16850","ITEM 16850","HOME"
"16851","ITEM 16851","HOME"
"16852","ITEM 16852","HOME"
"16853","ITEM 16853","OTHERS"
"17952","ITEM 17952","HOME"
"17953","ITEM 17953","HOME"
"17954","ITEM 17954","HOME"
"18036","ITEM 18036","OTHERS"
"18170","ITEM 18170","ELECTRONICS"
"18256","ITEM 18256","HOME"
"122404","ITEM 122404","KITCHEN"
"18257","ITEM 18257","HOME"
"17410","ITEM 17410","ELECTRONICS"
"17696","ITEM 17696","OTHERS"
"17770","ITEM 17770","HOME"
"15769","ITEM 15769","HOME"
"17102","ITEM 17102","HOME"
"17103","ITEM 17103","HOME"
"17104","ITEM 17104","HEALTH"
"17105","ITEM 17105","OTHERS"
"17106","ITEM 17106","OTHERS"
"17107","ITEM 17107","OTHERS"
"17108","ITEM 17108","OTHERS"
"17109","ITEM 17109","OTHERS"
"17281","ITEM 17281","HOME"
"17282","ITEM 17282","KITCHEN"
"17647","ITEM 17647","HOME"
"17973","ITEM 17973","ELECTRONICS"
"17974","ITEM 17974","ELECTRONICS"
"17975","ITEM 17975","OTHERS"
"17976","ITEM 17976","OTHERS"
"17977","ITEM 17977","OTHERS"
"17978","ITEM 17978","OTHERS"
"17979","ITEM 17979","OTHERS"
"17980","ITEM 17980","ELECTRONICS"
"17981","ITEM 17981","ELECTRONICS"
"18056","ITEM 18056","OTHERS"
"18057","ITEM 18057","ELECTRONICS"
"18163","ITEM 18163","OTHERS"
"18164","ITEM 18164","OTHERS"
"18292","ITEM 18292","OTHERS"
"18417","ITEM 18417","ELECTRONICS"
"15591","ITEM 15591","KITCHEN"
"15593","ITEM 15593","KITCHEN"
"15594","ITEM 15594","KITCHEN"
"15595","ITEM 15595","KITCHEN"
"15596","ITEM 15596","KITCHEN"
"15597","ITEM 15597","HOME"
"15598","ITEM 15598","HOME"
"15599","ITEM 15599","HOME"
"15600","ITEM 15600","HOME"
"17931","ITEM 17931","KITCHEN"
"18146","ITEM 18146","OTHERS"
"18147","ITEM 18147","OTHERS"
"18148","ITEM 18148","OTHERS"
"18149","ITEM 18149","OTHERS"
"18150","ITEM 18150","OTHERS"
"18151","ITEM 18151","OTHERS"
"18152","ITEM 18152","OTHERS"
"18153","ITEM 18153","OTHERS"
"18154","ITEM 18154","OTHERS"
"18155","ITEM 18155","OTHERS"
"18156","ITEM 18156","OTHERS"
"18157","ITEM 18157","OTHERS"
"18158","ITEM 18158","OTHERS"
"18159","ITEM 18159","OTHERS"
"18160","ITEM 18160","OTHERS"
"15776","ITEM 15776","OTHERS"
"15777","ITEM 15777","OTHERS"
"15778","ITEM 15778","OTHERS"
"15779","ITEM 15779","OTHERS"
"15780","ITEM 15780","OTHERS"
"15781","ITEM 15781","OTHERS"
"15782","ITEM 15782","OTHERS"
"15783","ITEM 15783","OTHERS"
"15784","ITEM 15784","OTHERS"
"15785","ITEM 15785","OTHERS"
"15786","ITEM 15786","HOME"
"15788","ITEM 15788","OTHERS"
"15789","ITEM 15789","OTHERS"
"15790","ITEM 15790","OTHERS"
"16711","ITEM 16711","OTHERS"
"17399","ITEM 17399","OTHERS"
"17777","ITEM 17777","SPORTS"
"18262","ITEM 18262","OTHERS"
"19195","ITEM 19195","KITCHEN"
"19202","ITEM 19202","ELECTRONICS"
"19203","ITEM 19203","ELECTRONICS"
"19204","ITEM 19204","ELECTRONICS"
"19205","ITEM 19205","ELECTRONICS"
"19206","ITEM 19206","ELECTRONICS"
"17600","ITEM 17600","KITCHEN"
"122536","ITEM 122536","ELECTRONICS"
"17961","ITEM 17961","KITCHEN"
"17963","ITEM 17963","KITCHEN"
"18423","ITEM 18423","OTHERS"
"18424","ITEM 18424","OTHERS"
"18425","ITEM 18425","OTHERS"
"18426","ITEM 18426","OTHERS"
"18427","ITEM 18427","OTHERS"
"18428","ITEM 18428","OTHERS"
"18429","ITEM 18429","OTHERS"
"18956","ITEM 18956","ELECTRONICS"
"16946","ITEM 16946","OTHERS"
"18400","ITEM 18400","OTHERS"
"18401","ITEM 18401","OTHERS"
"18402","ITEM 18402","OTHERS"
"18403","ITEM 18403","OTHERS"
"18812","ITEM 18812","KITCHEN"
"19016","ITEM 19016","HOME"
"19017","ITEM 19017","HOME"
"19047","ITEM 19047","HOME"
"19155","ITEM 19155","ELECTRONICS"
"19156","ITEM 19156","HEALTH"
"19225","ITEM 19225","OTHERS"
"19226","ITEM 19226","HOME"
"19227","ITEM 19227","ELECTRONICS"
"17551","ITEM 17551","OTHERS"
"17786","ITEM 17786","HOME"
"17787","ITEM 17787","HOME"
"18098","ITEM 18098","OTHERS"
"18099","ITEM 18099","HEALTH"
"18285","ITEM 18285","HEALTH"
"18978","ITEM 18978","OTHERS"
"18979","ITEM 18979","OTHERS"
"18980","ITEM 18980","OTHERS"
"18981","ITEM 18981","OTHERS"
"18982","ITEM 18982","OTHERS"
"18983","ITEM 18983","OTHERS"
"18984","ITEM 18984","OTHERS"
"18985","ITEM 18985","OTHERS"
"18986","ITEM 18986","OTHERS"
"18987","ITEM 18987","OTHERS"
"18988","ITEM 18988","OTHERS"
"18989","ITEM 18989","OTHERS"
"18990","ITEM 18990","KITCHEN"
"18991","ITEM 18991","KITCHEN"
"18992","ITEM 18992","KITCHEN"
"18993","ITEM 18993","KITCHEN"
"18994","ITEM 18994","KITCHEN"
"18995","ITEM 18995","HOME"
"18996","ITEM 18996","KITCHEN"
"18997","ITEM 18997","KITCHEN"
"15271","ITEM 15271","HOME"
"15422","ITEM 15422","OTHERS"
"15423","ITEM 15423","OTHERS"
"15932","ITEM 15932","OTHERS"
"15933","ITEM 15933","OTHERS"
"15934","ITEM 15934","OTHERS"
"15935","ITEM 15935","OTHERS"
"15936","ITEM 15936","OTHERS"
"15937","ITEM 15937","OTHERS"
"15938","ITEM 15938","OTHERS"
"15939","ITEM 15939","OTHERS"
"15940","ITEM 15940","OTHERS"
"15942","ITEM 15942","OTHERS"
"15943","ITEM 15943","OTHERS"
"15944","ITEM 15944","OTHERS"
"15945","ITEM 15945","OTHERS"
"15946","ITEM 15946","OTHERS"
"15947","ITEM 15947","OTHERS"
"15948","ITEM 15948","OTHERS"
"15949","ITEM 15949","OTHERS"
"15950","ITEM 15950","OTHERS"
"15951","ITEM 15951","OTHERS"
"15952","ITEM 15952","OTHERS"
"15953","ITEM 15953","OTHERS"
"15954","ITEM 15954","OTHERS"
"15955","ITEM 15955","OTHERS"
"15956","ITEM 15956","OTHERS"
"16786","ITEM 16786","OTHERS"
"18323","ITEM 18323","OTHERS"
"18324","ITEM 18324","OTHERS"
"16896","ITEM 16896","SPORTS"
"16899","ITEM 16899","SPORTS"
"16903","ITEM 16903","SPORTS"
"16907","ITEM 16907","SPORTS"
"16911","ITEM 16911","SPORTS"
"16912","ITEM 16912","SPORTS"
"16918","ITEM 16918","BEAUTY"
"17604","ITEM 17604","ELECTRONICS"
"17605","ITEM 17605","ELECTRONICS"
"18414","ITEM 18414","ELECTRONICS"
"16613","ITEM 16613","OTHERS"
"16941","ITEM 16941","OTHERS"
"16942","ITEM 16942","HOME"
"16943","ITEM 16943","KITCHEN"
"16945","ITEM 16945","OTHERS"
"17730","ITEM 17730","OTHERS"
"17731","ITEM 17731","HOME"
"18045","ITEM 18045","HOME"
"18046","ITEM 18046","HOME"
"18047","ITEM 18047","HOME"
"18048","ITEM 18048","HOME"
"18049","ITEM 18049","OTHERS"
"18998","ITEM 18998","KITCHEN"
"18999","ITEM 18999","HOME"
"19192","ITEM 19192","HOME"
"15766","ITEM 15766","OTHERS"
"15957","ITEM 15957","OTHERS"
"15958","ITEM 15958","OTHERS"
"15959","ITEM 15959","OTHERS"
"15960","ITEM 15960","OTHERS"
"15961","ITEM 15961","OTHERS"
"15962","ITEM 15962","OTHERS"
"15963","ITEM 15963","OTHERS"
"15964","ITEM 15964","OTHERS"
"15965","ITEM 15965","OTHERS"
"15966","ITEM 15966","OTHERS"
"15967","ITEM 15967","OTHERS"
"15968","ITEM 15968","OTHERS"
"15969","ITEM 15969","OTHERS"
"15970","ITEM 15970","OTHERS"
"15971","ITEM 15971","OTHERS"
"15972","ITEM 15972","OTHERS"
"15973","ITEM 15973","OTHERS"
"15974","ITEM 15974","OTHERS"
"15976","ITEM 15976","OTHERS"
"15977","ITEM 15977","OTHERS"
"15979","ITEM 15979","OTHERS"
"15980","ITEM 15980","OTHERS"
"15981","ITEM 15981","OTHERS"
"15982","ITEM 15982","OTHERS"
"15983","ITEM 15983","OTHERS"
"15984","ITEM 15984","OTHERS"
"15985","ITEM 15985","OTHERS"
"15253","ITEM 15253","ELECTRONICS"
"15254","ITEM 15254","ELECTRONICS"
"15255","ITEM 15255","ELECTRONICS"
"15256","ITEM 15256","ELECTRONICS"
"15257","ITEM 15257","ELECTRONICS"
"17075","ITEM 17075","ELECTRONICS"
"17236","ITEM 17236","OTHERS"
"18359","ITEM 18359","OTHERS"
"18443","ITEM 18443","HEALTH"
"18444","ITEM 18444","ELECTRONICS"
"18445","ITEM 18445","ELECTRONICS"
"18446","ITEM 18446","ELECTRONICS"
"18447","ITEM 18447","ELECTRONICS"
"18809","ITEM 18809","ELECTRONICS"
"18811","ITEM 18811","BEAUTY"
"19083","ITEM 19083","SPORTS"
"19129","ITEM 19129","OTHERS"
"19130","ITEM 19130","ELECTRONICS"
"15999","ITEM 15999","KITCHEN"
"16000","ITEM 16000","HOME"
"16001","ITEM 16001","HOME"
"17500","ITEM 17500","HOME"
"17501","ITEM 17501","OTHERS"
"17502","ITEM 17502","OTHERS"
"19004","ITEM 19004","ELECTRONICS"
"19005","ITEM 19005","OTHERS"
"19006","ITEM 19006","ELECTRONICS"
"19007","ITEM 19007","ELECTRONICS"
"16645","ITEM 16645","HOME"
"16706","ITEM 16706","ELECTRONICS"
"17993","ITEM 17993","HOME"
"18977","ITEM 18977","ELECTRONICS"
"15124","ITEM 15124","HOME"
"15298","ITEM 15298","OTHERS"
"15986","ITEM 15986","OTHERS"
"15987","ITEM 15987","OTHERS"
"15988","ITEM 15988","OTHERS"
"15989","ITEM 15989","OTHERS"
"15990","ITEM 15990","OTHERS"
"15991","ITEM 15991","OTHERS"
"15992","ITEM 15992","OTHERS"
"15993","ITEM 15993","OTHERS"
"15995","ITEM 15995","OTHERS"
"15996","ITEM 15996","OTHERS"
"15997","ITEM 15997","OTHERS"
"128663","ITEM 128663","HOME"
"16570","ITEM 16570","SPORTS"
"16571","ITEM 16571","OTHERS"
"16639","ITEM 16639","OTHERS"
"16695","ITEM 16695","OTHERS"
"16696","ITEM 16696","ELECTRONICS"
"17298","ITEM 17298","OTHERS"
"17299","ITEM 17299","OTHERS"
"17330","ITEM 17330","OTHERS"
"17331","ITEM 17331","OTHERS"
"17363","ITEM 17363","OTHERS"
"17459","ITEM 17459","OTHERS"
"17634","ITEM 17634","OTHERS"
"17635","ITEM 17635","OTHERS"
"17636","ITEM 17636","OTHERS"
"18440","ITEM 18440","OTHERS"
"18441","ITEM 18441","OTHERS"
"18469","ITEM 18469","KITCHEN"
"16643","ITEM 16643","OTHERS"
"16689","ITEM 16689","OTHERS"
"16690","ITEM 16690","OTHERS"
"16691","ITEM 16691","OTHERS"
"16692","ITEM 16692","OTHERS"
"16693","ITEM 16693","OTHERS"
"16694","ITEM 16694","OTHERS"
"16710","ITEM 16710","ELECTRONICS"
"16980","ITEM 16980","ELECTRONICS"
"16981","ITEM 16981","ELECTRONICS"
"16994","ITEM 16994","HEALTH"
"17686","ITEM 17686","ELECTRONICS"
"18388","ITEM 18388","HOME"
"18475","ITEM 18475","ELECTRONICS"
"18476","ITEM 18476","BEAUTY"
"18477","ITEM 18477","BEAUTY"
"18478","ITEM 18478","BEAUTY"
"18479","ITEM 18479","BEAUTY"
"18480","ITEM 18480","HEALTH"
"16803","ITEM 16803","SPORTS"
"16804","ITEM 16804","OTHERS"
"16805","ITEM 16805","OTHERS"
"16807","ITEM 16807","OTHERS"
"16808","ITEM 16808","OTHERS"
"16937","ITEM 16937","OTHERS"
"16938","ITEM 16938","OTHERS"
"16984","ITEM 16984","OTHERS"
"17656","ITEM 17656","ELECTRONICS"
"18377","ITEM 18377","HOME"
"18378","ITEM 18378","OTHERS"
"19170","ITEM 19170","KITCHEN"
"17549","ITEM 17549","OTHERS"
"17550","ITEM 17550","OTHERS"
"17721","ITEM 17721","BEAUTY"
"17722","ITEM 17722","ELECTRONICS"
"18092","ITEM 18092","ELECTRONICS"
"18180","ITEM 18180","HOME"
"18181","ITEM 18181","HOME"
"18182","ITEM 18182","HOME"
"18183","ITEM 18183","BEAUTY"
"18184","ITEM 18184","BEAUTY"
"18185","ITEM 18185","BEAUTY"
"18186","ITEM 18186","BEAUTY"
"18187","ITEM 18187","ELECTRONICS"
"18188","ITEM 18188","ELECTRONICS"
"18189","ITEM 18189","HOME"
"18374","ITEM 18374","OTHERS"
"18375","ITEM 18375","OTHERS"
"18376","ITEM 18376","HOME"
"18892","ITEM 18892","OTHERS"
"19114","ITEM 19114","ELECTRONICS"
"19115","ITEM 19115","OTHERS"
